PassengerId,Survived,Pclass,Age,SibSp,Parch,Ticket,Fare
1,0,3,22.0,1,0,236171.0,7.25
3,1,3,26.0,0,0,236171.0,7.925
4,1,1,35.0,1,0,113803.0,53.1
5,0,3,35.0,0,0,373450.0,8.05
6,0,3,28.0,0,0,330877.0,8.4583
7,0,1,54.0,0,0,17463.0,51.8625
10,1,2,14.0,1,0,237736.0,30.0708
13,0,3,20.0,0,0,236171.0,8.05
15,0,3,14.0,0,0,350406.0,7.8542
18,1,2,28.0,0,0,244373.0,13.0
19,0,3,31.0,1,0,345763.0,18.0
20,1,3,28.0,0,0,2649.0,7.225
21,0,2,35.0,0,0,239865.0,26.0
22,1,2,34.0,0,0,248698.0,13.0
23,1,3,15.0,0,0,330923.0,8.0292
24,1,1,28.0,0,0,113788.0,35.5
27,0,3,28.0,0,0,2631.0,7.225
29,1,3,28.0,0,0,330959.0,7.8792
30,0,3,28.0,0,0,349216.0,7.8958
31,0,1,40.0,0,0,236171.0,27.7208
33,1,3,28.0,0,0,335677.0,7.75
36,0,1,42.0,1,0,113789.0,52.0
37,1,3,28.0,0,0,2677.0,7.2292
38,0,3,21.0,0,0,236171.0,8.05
39,0,3,18.0,2,0,345764.0,18.0
40,1,3,14.0,1,0,2651.0,11.2417
41,0,3,40.0,1,0,7546.0,9.475
42,0,2,27.0,1,0,11668.0,21.0
43,0,3,28.0,0,0,349253.0,7.8958
45,1,3,19.0,0,0,330958.0,7.8792
46,0,3,28.0,0,0,236171.0,8.05
47,0,3,28.0,1,0,370371.0,15.5
48,1,3,28.0,0,0,14311.0,7.75
49,0,3,28.0,2,0,2662.0,21.6792
50,0,3,18.0,1,0,349237.0,17.8
52,0,3,21.0,0,0,236171.0,7.8
54,1,2,29.0,1,0,2926.0,26.0
56,1,1,28.0,0,0,19947.0,35.5
57,1,2,21.0,0,0,236171.0,10.5
58,0,3,28.5,0,0,2697.0,7.2292
61,0,3,22.0,0,0,2669.0,7.2292
65,0,1,28.0,0,0,236171.0,27.7208
67,1,2,29.0,0,0,236171.0,10.5
68,0,3,19.0,0,0,236171.0,8.1583
70,0,3,26.0,2,0,315151.0,8.6625
71,0,2,32.0,0,0,236171.0,10.5
74,0,3,26.0,1,0,2680.0,14.4542
75,1,3,32.0,0,0,1601.0,56.4958
76,0,3,25.0,0,0,348123.0,7.65
77,0,3,28.0,0,0,349208.0,7.8958
78,0,3,28.0,0,0,374746.0,8.05
80,1,3,30.0,0,0,364516.0,12.475
81,0,3,22.0,0,0,345767.0,9.0
82,1,3,29.0,0,0,345779.0,9.5
83,1,3,28.0,0,0,330932.0,7.7875
84,0,1,28.0,0,0,113059.0,47.1
85,1,2,17.0,0,0,236171.0,10.5
88,0,3,28.0,0,0,236171.0,8.05
90,0,3,24.0,0,0,343275.0,8.05
91,0,3,29.0,0,0,343276.0,8.05
92,0,3,20.0,0,0,347466.0,7.8542
93,0,1,46.0,1,0,236171.0,61.175
96,0,3,28.0,0,0,374910.0,8.05
100,0,2,34.0,1,0,244367.0,26.0
101,0,3,28.0,0,0,349245.0,7.8958
102,0,3,28.0,0,0,349215.0,7.8958
104,0,3,33.0,0,0,7540.0,8.6542
106,0,3,28.0,0,0,349207.0,7.8958
107,1,3,21.0,0,0,343120.0,7.65
108,1,3,28.0,0,0,312991.0,7.775
109,0,3,38.0,0,0,349249.0,7.8958
110,1,3,28.0,1,0,371110.0,24.15
111,0,1,47.0,0,0,110465.0,52.0
112,0,3,14.5,1,0,2665.0,14.4542
113,0,3,22.0,0,0,324669.0,8.05
114,0,3,20.0,1,0,4136.0,9.825
115,0,3,17.0,0,0,2627.0,14.4583
116,0,3,21.0,0,0,236171.0,7.925
118,0,2,29.0,1,0,11668.0,21.0
122,0,3,28.0,0,0,236171.0,8.05
123,0,2,32.5,1,0,237736.0,30.0708
124,1,2,32.5,0,0,27267.0,13.0
126,1,3,12.0,1,0,2651.0,11.2417
127,0,3,28.0,0,0,370372.0,7.75
128,1,3,24.0,0,0,236171.0,7.1417
130,0,3,45.0,0,0,347061.0,6.975
131,0,3,33.0,0,0,349241.0,7.8958
132,0,3,20.0,0,0,236171.0,7.05
133,0,3,47.0,1,0,236171.0,14.5
134,1,2,29.0,1,0,228414.0,26.0
135,0,2,25.0,0,0,236171.0,13.0
136,0,2,23.0,0,0,236171.0,15.0458
138,0,1,37.0,1,0,113803.0,53.1
139,0,3,16.0,0,0,7534.0,9.2167
142,1,3,22.0,0,0,347081.0,7.75
143,1,3,24.0,1,0,236171.0,15.85
144,0,3,19.0,0,0,365222.0,6.75
145,0,2,18.0,0,0,231945.0,11.5
147,1,3,27.0,0,0,350043.0,7.7958
150,0,2,42.0,0,0,244310.0,13.0
151,0,2,51.0,0,0,236171.0,12.525
155,0,3,28.0,0,0,236171.0,7.3125
157,1,3,16.0,0,0,35851.0,7.7333
158,0,3,30.0,0,0,236171.0,8.05
159,0,3,28.0,0,0,315037.0,8.6625
162,1,2,40.0,0,0,236171.0,15.75
163,0,3,26.0,0,0,347068.0,7.775
164,0,3,17.0,0,0,315093.0,8.6625
169,0,1,28.0,0,0,236171.0,25.925
170,0,3,28.0,0,0,1601.0,56.4958
174,0,3,21.0,0,0,236171.0,7.925
178,0,1,50.0,0,0,236171.0,28.7125
179,0,2,30.0,0,0,250653.0,13.0
180,0,3,36.0,0,0,236171.0,0.0
182,0,2,28.0,0,0,236171.0,15.05
186,0,1,28.0,0,0,113767.0,50.0
187,1,3,28.0,1,0,370365.0,15.5
188,1,1,45.0,0,0,111428.0,26.55
190,0,3,36.0,0,0,349247.0,7.8958
191,1,2,32.0,0,0,234604.0,13.0
192,0,2,19.0,0,0,28424.0,13.0
193,1,3,19.0,1,0,350046.0,7.8542
195,1,1,44.0,0,0,236171.0,27.7208
197,0,3,28.0,0,0,368703.0,7.75
199,1,3,28.0,0,0,370370.0,7.75
200,0,2,24.0,0,0,248747.0,13.0
201,0,3,28.0,0,0,345770.0,9.5
204,0,3,45.5,0,0,2628.0,7.225
205,1,3,18.0,0,0,236171.0,8.05
208,1,3,26.0,0,0,2699.0,18.7875
209,1,3,16.0,0,0,367231.0,7.75
210,1,1,40.0,0,0,112277.0,31.0
211,0,3,24.0,0,0,236171.0,7.05
212,1,2,35.0,0,0,236171.0,21.0
213,0,3,22.0,0,0,236171.0,7.25
214,0,2,30.0,0,0,250646.0,13.0
215,0,3,28.0,1,0,367229.0,7.75
217,1,3,27.0,0,0,236171.0,7.925
218,0,2,42.0,1,0,243847.0,27.0
220,0,2,30.0,0,0,236171.0,10.5
221,1,3,16.0,0,0,236171.0,8.05
222,0,2,27.0,0,0,220367.0,13.0
223,0,3,51.0,0,0,21440.0,8.05
224,0,3,28.0,0,0,349234.0,7.8958
226,0,3,22.0,0,0,236171.0,9.35
227,1,2,19.0,0,0,236171.0,10.5
228,0,3,20.5,0,0,236171.0,7.25
229,0,2,18.0,0,0,236171.0,13.0
232,0,3,29.0,0,0,347067.0,7.775
235,0,2,24.0,0,0,236171.0,10.5
236,0,3,28.0,0,0,236171.0,7.55
237,0,2,44.0,1,0,26707.0,26.0
239,0,2,19.0,0,0,28665.0,10.5
240,0,2,33.0,0,0,236171.0,12.275
241,0,3,28.0,1,0,2665.0,14.4542
242,1,3,28.0,1,0,367230.0,15.5
243,0,2,29.0,0,0,236171.0,10.5
244,0,3,22.0,0,0,236171.0,7.125
245,0,3,30.0,0,0,2694.0,7.225
247,0,3,25.0,0,0,347071.0,7.775
250,0,2,54.0,1,0,244252.0,26.0
251,0,3,28.0,0,0,362316.0,7.25
254,0,3,30.0,1,0,236171.0,16.1
261,0,3,28.0,0,0,384461.0,7.75
264,0,1,40.0,0,0,112059.0,0.0
265,0,3,28.0,0,0,382649.0,7.75
266,0,2,36.0,0,0,236171.0,10.5
268,1,3,25.0,1,0,347083.0,7.775
271,0,1,28.0,0,0,113798.0,31.0
272,1,3,25.0,0,0,236171.0,0.0
275,1,3,28.0,0,0,370375.0,7.75
277,0,3,45.0,0,0,347073.0,7.75
278,0,2,28.0,0,0,239853.0,0.0
282,0,3,28.0,0,0,347464.0,7.8542
283,0,3,16.0,0,0,345778.0,9.5
284,1,3,19.0,0,0,236171.0,8.05
285,0,1,28.0,0,0,113056.0,26.0
286,0,3,33.0,0,0,349239.0,8.6625
287,1,3,30.0,0,0,345774.0,9.5
288,0,3,22.0,0,0,349206.0,7.8958
289,1,2,42.0,0,0,237798.0,13.0
290,1,3,22.0,0,0,370373.0,7.75
293,0,2,36.0,0,0,236171.0,12.875
294,0,3,24.0,0,0,349236.0,8.85
295,0,3,24.0,0,0,349233.0,7.8958
296,0,1,28.0,0,0,236171.0,27.7208
297,0,3,23.5,0,0,2693.0,7.2292
299,1,1,28.0,0,0,19988.0,30.5
301,1,3,28.0,0,0,9234.0,7.75
302,1,3,28.0,2,0,367226.0,23.25
303,0,3,19.0,0,0,236171.0,0.0
304,1,2,28.0,0,0,226593.0,12.35
305,0,3,28.0,0,0,236171.0,8.05
309,0,2,30.0,1,0,236171.0,24.0
310,1,1,30.0,0,0,236171.0,56.9292
314,0,3,28.0,0,0,349243.0,7.8958
316,1,3,26.0,0,0,347470.0,7.8542
317,1,2,24.0,1,0,244367.0,26.0
318,0,2,54.0,0,0,29011.0,14.0
321,0,3,22.0,0,0,236171.0,7.25
322,0,3,27.0,0,0,349219.0,7.8958
323,1,2,30.0,0,0,234818.0,12.35
328,1,2,36.0,0,0,28551.0,13.0
331,1,3,28.0,2,0,367226.0,23.25
332,0,1,45.5,0,0,113043.0,28.5
334,0,3,16.0,2,0,345764.0,18.0
336,0,3,28.0,0,0,349225.0,7.8958
339,1,3,45.0,0,0,7598.0,8.05
340,0,1,45.0,0,0,113784.0,35.5
343,0,2,28.0,0,0,248740.0,13.0
344,0,2,25.0,0,0,244361.0,13.0
345,0,2,36.0,0,0,229236.0,13.0
346,1,2,24.0,0,0,248733.0,13.0
347,1,2,40.0,0,0,31418.0,13.0
348,1,3,28.0,1,0,386525.0,16.1
350,0,3,42.0,0,0,315088.0,8.6625
351,0,3,23.0,0,0,7267.0,9.225
352,0,1,28.0,0,0,113510.0,35.0
354,0,3,25.0,1,0,349237.0,17.8
355,0,3,28.0,0,0,2647.0,7.225
356,0,3,28.0,0,0,345783.0,9.5
358,0,2,38.0,0,0,237671.0,13.0
359,1,3,28.0,0,0,330931.0,7.8792
360,1,3,28.0,0,0,330980.0,7.8792
362,0,2,29.0,1,0,236171.0,27.7208
364,0,3,35.0,0,0,236171.0,7.05
365,0,3,28.0,1,0,370365.0,15.5
366,0,3,30.0,0,0,236171.0,7.25
368,1,3,28.0,0,0,2626.0,7.2292
369,1,3,28.0,0,0,14313.0,7.75
371,1,1,25.0,1,0,11765.0,55.4417
373,0,3,19.0,0,0,323951.0,8.05
377,1,3,22.0,0,0,236171.0,7.25
379,0,3,20.0,0,0,2648.0,4.0125
380,0,3,19.0,0,0,347069.0,7.775
383,0,3,32.0,0,0,236171.0,7.925
384,1,1,35.0,1,0,113789.0,52.0
385,0,3,28.0,0,0,349227.0,7.8958
388,1,2,36.0,0,0,27849.0,13.0
389,0,3,28.0,0,0,367655.0,7.7292
390,1,2,17.0,0,0,236171.0,12.0
392,1,3,21.0,0,0,350034.0,7.7958
396,0,3,22.0,0,0,350052.0,7.7958
397,0,3,31.0,0,0,350407.0,7.8542
398,0,2,46.0,0,0,28403.0,26.0
399,0,2,23.0,0,0,244278.0,10.5
400,1,2,28.0,0,0,240929.0,12.65
401,1,3,39.0,0,0,236171.0,7.925
402,0,3,26.0,0,0,341826.0,8.05
403,0,3,21.0,1,0,4137.0,9.825
404,0,3,28.0,1,0,236171.0,15.85
405,0,3,20.0,0,0,315096.0,8.6625
406,0,2,34.0,1,0,28664.0,21.0
407,0,3,51.0,0,0,347064.0,7.75
409,0,3,21.0,0,0,312992.0,7.775
411,0,3,28.0,0,0,349222.0,7.8958
412,0,3,28.0,0,0,394140.0,6.8583
414,0,2,28.0,0,0,239853.0,0.0
415,1,3,44.0,0,0,236171.0,7.925
416,0,3,28.0,0,0,343095.0,8.05
419,0,2,30.0,0,0,28228.0,13.0
421,0,3,28.0,0,0,349254.0,7.8958
422,0,3,21.0,0,0,236171.0,7.7333
423,0,3,29.0,0,0,315082.0,7.875
426,0,3,28.0,0,0,236171.0,7.25
427,1,2,28.0,1,0,2003.0,26.0
428,1,2,19.0,0,0,250655.0,26.0
429,0,3,28.0,0,0,364851.0,7.75
430,1,3,32.0,0,0,236171.0,8.05
431,1,1,28.0,0,0,110564.0,26.55
432,1,3,28.0,1,0,376564.0,16.1
433,1,2,42.0,1,0,236171.0,26.0
434,0,3,17.0,0,0,236171.0,7.125
435,0,1,50.0,1,0,13507.0,55.9
440,0,2,31.0,0,0,236171.0,10.5
442,0,3,20.0,0,0,345769.0,9.5
443,0,3,25.0,1,0,347076.0,7.775
444,1,2,28.0,0,0,230434.0,13.0
445,1,3,28.0,0,0,65306.0,8.1125
448,1,1,34.0,0,0,113794.0,26.55
450,1,1,52.0,0,0,113786.0,30.5
452,0,3,28.0,1,0,65303.0,19.9667
453,0,1,30.0,0,0,113051.0,27.75
455,0,3,28.0,0,0,236171.0,8.05
456,1,3,29.0,0,0,349240.0,7.8958
458,1,1,28.0,1,0,17464.0,51.8625
459,1,2,50.0,0,0,236171.0,10.5
460,0,3,28.0,0,0,371060.0,7.75
461,1,1,48.0,0,0,19952.0,26.55
462,0,3,34.0,0,0,364506.0,8.05
463,0,1,47.0,0,0,111320.0,38.5
464,0,2,48.0,0,0,234360.0,13.0
465,0,3,28.0,0,0,236171.0,8.05
466,0,3,38.0,0,0,236171.0,7.05
467,0,2,28.0,0,0,239853.0,0.0
469,0,3,28.0,0,0,36209.0,7.725
471,0,3,28.0,0,0,323592.0,7.25
472,0,3,38.0,0,0,315089.0,8.6625
474,1,2,23.0,0,0,236171.0,13.7917
475,0,3,22.0,0,0,7553.0,9.8375
476,0,1,28.0,0,0,110465.0,52.0
477,0,2,34.0,1,0,31027.0,21.0
478,0,3,29.0,1,0,3460.0,7.0458
479,0,3,22.0,0,0,350060.0,7.5208
482,0,2,28.0,0,0,239854.0,0.0
483,0,3,50.0,0,0,236171.0,8.05
489,0,3,30.0,0,0,236171.0,8.05
491,0,3,28.0,1,0,65304.0,19.9667
492,0,3,21.0,0,0,236171.0,7.25
495,0,3,21.0,0,0,236171.0,8.05
496,0,3,28.0,0,0,2627.0,14.4583
498,0,3,28.0,0,0,236171.0,15.1
500,0,3,24.0,0,0,350035.0,7.7958
501,0,3,17.0,0,0,315086.0,8.6625
502,0,3,21.0,0,0,364846.0,7.75
503,0,3,28.0,0,0,330909.0,7.6292
504,0,3,37.0,0,0,4135.0,9.5875
508,1,1,28.0,0,0,111427.0,26.55
509,0,3,28.0,0,0,236171.0,22.525
510,1,3,26.0,0,0,1601.0,56.4958
511,1,3,29.0,0,0,382651.0,7.75
512,0,3,28.0,0,0,236171.0,8.05
513,1,1,36.0,0,0,236171.0,26.2875
514,1,1,54.0,1,0,236171.0,59.4
515,0,3,24.0,0,0,349209.0,7.4958
516,0,1,47.0,0,0,36967.0,34.0208
517,1,2,34.0,0,0,236171.0,10.5
518,0,3,28.0,0,0,371110.0,24.15
519,1,2,36.0,1,0,226875.0,26.0
520,0,3,32.0,0,0,349242.0,7.8958
522,0,3,22.0,0,0,349252.0,7.8958
523,0,3,28.0,0,0,2624.0,7.225
525,0,3,28.0,0,0,2700.0,7.2292
526,0,3,40.5,0,0,367232.0,7.75
527,1,2,50.0,0,0,236171.0,10.5
532,0,3,28.0,0,0,2641.0,7.2292
535,0,3,30.0,0,0,315084.0,8.6625
537,0,1,45.0,0,0,113050.0,26.55
539,0,3,28.0,0,0,364498.0,14.5
544,1,2,32.0,1,0,2908.0,26.0
547,1,2,19.0,1,0,2908.0,26.0
548,1,2,28.0,0,0,236171.0,13.8625
552,0,2,27.0,0,0,244358.0,26.0
553,0,3,28.0,0,0,330979.0,7.8292
554,1,3,22.0,0,0,2620.0,7.225
555,1,3,22.0,0,0,347085.0,7.775
557,1,1,48.0,1,0,11755.0,39.6
560,1,3,36.0,1,0,345572.0,17.4
561,0,3,28.0,0,0,372622.0,7.75
562,0,3,40.0,0,0,349251.0,7.8958
563,0,2,28.0,0,0,218629.0,13.5
564,0,3,28.0,0,0,236171.0,8.05
565,0,3,28.0,0,0,236171.0,8.05
566,0,3,24.0,2,0,236171.0,24.15
567,0,3,19.0,0,0,349205.0,7.8958
569,0,3,28.0,0,0,2686.0,7.2292
570,1,3,32.0,0,0,350417.0,7.8542
572,1,1,53.0,2,0,11769.0,51.4792
573,1,1,36.0,0,0,236171.0,26.3875
574,1,3,28.0,0,0,14312.0,7.75
575,0,3,16.0,0,0,236171.0,8.05
576,0,3,19.0,0,0,358585.0,14.5
577,1,2,34.0,0,0,243880.0,13.0
578,1,1,39.0,1,0,13507.0,55.9
579,0,3,28.0,1,0,2689.0,14.4583
580,1,3,32.0,0,0,236171.0,7.925
583,0,2,54.0,0,0,28403.0,26.0
584,0,1,36.0,0,0,13049.0,40.125
585,0,3,28.0,0,0,3411.0,8.7125
587,0,2,47.0,0,0,237565.0,15.0
589,0,3,22.0,0,0,14973.0,8.05
590,0,3,28.0,0,0,236171.0,8.05
591,0,3,35.0,0,0,236171.0,7.125
593,0,3,47.0,0,0,236171.0,7.25
595,0,2,37.0,1,0,236171.0,26.0
597,1,2,28.0,0,0,248727.0,33.0
598,0,3,49.0,0,0,236171.0,0.0
599,0,3,28.0,0,0,2664.0,7.225
600,1,1,49.0,1,0,236171.0,56.9292
602,0,3,28.0,0,0,349214.0,7.8958
603,0,1,28.0,0,0,113796.0,42.4
604,0,3,44.0,0,0,364511.0,8.05
605,1,1,35.0,0,0,111426.0,26.55
606,0,3,36.0,1,0,349910.0,15.55
607,0,3,30.0,0,0,349246.0,7.8958
608,1,1,27.0,0,0,113804.0,30.5
612,0,3,28.0,0,0,236171.0,7.05
613,1,3,28.0,1,0,367230.0,15.5
614,0,3,28.0,0,0,370377.0,7.75
615,0,3,35.0,0,0,364512.0,8.05
618,0,3,26.0,1,0,236171.0,16.1
620,0,2,26.0,0,0,31028.0,10.5
621,0,3,27.0,1,0,2659.0,14.4542
622,1,1,42.0,1,0,11753.0,52.5542
624,0,3,21.0,0,0,350029.0,7.8542
625,0,3,21.0,0,0,54636.0,16.1
629,0,3,26.0,0,0,349224.0,7.8958
630,0,3,28.0,0,0,334912.0,7.7333
632,0,3,51.0,0,0,347743.0,7.0542
633,1,1,32.0,0,0,13214.0,30.5
634,0,1,28.0,0,0,112052.0,0.0
636,1,2,28.0,0,0,237668.0,13.0
637,0,3,32.0,0,0,236171.0,7.925
640,0,3,28.0,1,0,376564.0,16.1
641,0,3,20.0,0,0,350050.0,7.8542
644,1,3,28.0,0,0,1601.0,56.4958
647,0,3,19.0,0,0,349231.0,7.8958
649,0,3,28.0,0,0,236171.0,7.55
650,1,3,23.0,0,0,236171.0,7.55
651,0,3,28.0,0,0,349221.0,7.8958
653,0,3,21.0,0,0,8475.0,8.4333
654,1,3,28.0,0,0,330919.0,7.8292
655,0,3,18.0,0,0,365226.0,6.75
657,0,3,28.0,0,0,349223.0,7.8958
659,0,2,23.0,0,0,29751.0,13.0
662,0,3,40.0,0,0,2623.0,7.225
663,0,1,47.0,0,0,5727.0,25.5875
664,0,3,36.0,0,0,349210.0,7.4958
665,1,3,20.0,1,0,236171.0,7.925
667,0,2,25.0,0,0,234686.0,13.0
668,0,3,28.0,0,0,312993.0,7.775
669,0,3,43.0,0,0,236171.0,8.05
670,1,1,28.0,1,0,19996.0,52.0
672,0,1,31.0,1,0,236171.0,52.0
674,1,2,31.0,0,0,244270.0,13.0
675,0,2,28.0,0,0,239856.0,0.0
676,0,3,18.0,0,0,349912.0,7.775
677,0,3,24.5,0,0,342826.0,8.05
678,1,3,18.0,0,0,4138.0,9.8417
681,0,3,28.0,0,0,330935.0,8.1375
683,0,3,20.0,0,0,6563.0,9.225
688,0,3,19.0,0,0,349228.0,10.1708
689,0,3,18.0,0,0,350036.0,7.7958
691,1,1,31.0,1,0,17474.0,57.0
693,1,3,28.0,0,0,1601.0,56.4958
694,0,3,25.0,0,0,2672.0,7.225
696,0,2,52.0,0,0,248731.0,13.5
697,0,3,44.0,0,0,363592.0,8.05
698,1,3,28.0,0,0,35852.0,7.7333
700,0,3,42.0,0,0,348121.0,7.65
702,1,1,35.0,0,0,236171.0,26.2875
704,0,3,25.0,0,0,36864.0,7.7417
705,0,3,26.0,1,0,350025.0,7.8542
706,0,2,39.0,0,0,250655.0,26.0
707,1,2,45.0,0,0,223596.0,13.5
708,1,1,42.0,0,0,236171.0,26.2875
711,1,1,24.0,0,0,236171.0,49.5042
712,0,1,28.0,0,0,113028.0,26.55
713,1,1,48.0,1,0,19996.0,52.0
714,0,3,29.0,0,0,7545.0,9.4833
715,0,2,52.0,0,0,250647.0,13.0
716,0,3,19.0,0,0,348124.0,7.65
718,1,2,27.0,0,0,34218.0,10.5
719,0,3,28.0,0,0,36568.0,15.5
720,0,3,33.0,0,0,347062.0,7.775
722,0,3,17.0,1,0,350048.0,7.0542
723,0,2,34.0,0,0,12233.0,13.0
724,0,2,50.0,0,0,250643.0,13.0
725,1,1,27.0,1,0,113806.0,53.1
726,0,3,20.0,0,0,315094.0,8.6625
728,1,3,28.0,0,0,36866.0,7.7375
729,0,2,25.0,1,0,236853.0,26.0
730,0,3,25.0,1,0,236171.0,7.925
732,0,3,11.0,0,0,2699.0,18.7875
733,0,2,28.0,0,0,239855.0,0.0
734,0,2,23.0,0,0,28425.0,13.0
735,0,2,23.0,0,0,233639.0,13.0
736,0,3,28.5,0,0,54636.0,16.1
739,0,3,28.0,0,0,349201.0,7.8958
740,0,3,28.0,0,0,349218.0,7.8958
741,1,1,28.0,0,0,16988.0,30.0
744,0,3,24.0,1,0,376566.0,16.1
745,1,3,31.0,0,0,236171.0,7.925
748,1,2,30.0,0,0,250648.0,13.0
749,0,1,19.0,1,0,113773.0,53.1
750,0,3,31.0,0,0,335097.0,7.75
753,0,3,33.0,0,0,345780.0,9.5
754,0,3,23.0,0,0,349204.0,7.8958
757,0,3,28.0,0,0,350042.0,7.7958
758,0,2,18.0,0,0,29108.0,11.5
759,0,3,34.0,0,0,363294.0,8.05
761,0,3,28.0,0,0,358585.0,14.5
762,0,3,41.0,0,0,236171.0,7.125
763,1,3,20.0,0,0,2663.0,7.2292
765,0,3,16.0,0,0,347074.0,7.775
767,0,1,28.0,0,0,112379.0,39.6
768,0,3,30.5,0,0,364850.0,7.75
769,0,3,28.0,1,0,371110.0,24.15
770,0,3,32.0,0,0,8471.0,8.3625
771,0,3,24.0,0,0,345781.0,9.5
772,0,3,48.0,0,0,350047.0,7.8542
774,0,3,28.0,0,0,2674.0,7.225
776,0,3,18.0,0,0,347078.0,7.75
777,0,3,28.0,0,0,383121.0,7.75
778,1,3,5.0,0,0,364516.0,12.475
779,0,3,28.0,0,0,36865.0,7.7375
781,1,3,13.0,0,0,2687.0,7.2292
782,1,1,17.0,1,0,17474.0,57.0
783,0,1,29.0,0,0,113501.0,30.0
785,0,3,25.0,0,0,236171.0,7.05
786,0,3,25.0,0,0,374887.0,7.25
791,0,3,28.0,0,0,12460.0,7.75
792,0,2,16.0,0,0,239865.0,26.0
794,0,1,28.0,0,0,236171.0,30.6958
795,0,3,25.0,0,0,349203.0,7.8958
796,0,2,39.0,0,0,28213.0,13.0
797,1,1,49.0,0,0,17465.0,25.9292
798,1,3,31.0,0,0,349244.0,8.6833
799,0,3,30.0,0,0,2685.0,7.2292
801,0,2,34.0,0,0,250647.0,13.0
805,1,3,27.0,0,0,347089.0,6.975
806,0,3,31.0,0,0,347063.0,7.775
807,0,1,39.0,0,0,112050.0,0.0
808,0,3,18.0,0,0,347087.0,7.775
809,0,2,39.0,0,0,248723.0,13.0
810,1,1,33.0,1,0,113806.0,53.1
811,0,3,26.0,0,0,3474.0,7.8875
812,0,3,39.0,0,0,236171.0,24.15
813,0,2,35.0,0,0,28206.0,10.5
815,0,3,30.5,0,0,364499.0,8.05
816,0,1,28.0,0,0,112058.0,0.0
817,0,3,23.0,0,0,236171.0,7.925
819,0,3,43.0,0,0,236171.0,6.45
822,1,3,27.0,0,0,315098.0,8.6625
823,0,1,38.0,0,0,19972.0,0.0
826,0,3,28.0,0,0,368323.0,6.95
827,0,3,28.0,0,0,1601.0,56.4958
829,1,3,28.0,0,0,367228.0,7.75
831,1,3,15.0,1,0,2659.0,14.4542
833,0,3,28.0,0,0,2671.0,7.2292
834,0,3,23.0,0,0,347468.0,7.8542
835,0,3,18.0,0,0,2223.0,8.3
837,0,3,21.0,0,0,315097.0,8.6625
838,0,3,28.0,0,0,392092.0,8.05
839,1,3,32.0,0,0,1601.0,56.4958
840,1,1,28.0,0,0,11774.0,29.7
841,0,3,20.0,0,0,236171.0,7.925
842,0,2,16.0,0,0,236171.0,10.5
843,1,1,30.0,0,0,113798.0,31.0
844,0,3,34.5,0,0,2683.0,6.4375
845,0,3,17.0,0,0,315090.0,8.6625
846,0,3,42.0,0,0,236171.0,7.55
848,0,3,35.0,0,0,349213.0,7.8958
855,0,2,44.0,1,0,244252.0,26.0
858,1,1,51.0,0,0,113055.0,26.55
860,0,3,28.0,0,0,2629.0,7.2292
861,0,3,41.0,2,0,350026.0,14.1083
862,0,2,21.0,1,0,28134.0,11.5
863,1,1,48.0,0,0,17466.0,25.9292
865,0,2,24.0,0,0,233866.0,13.0
866,1,2,42.0,0,0,236852.0,13.0
867,1,2,27.0,1,0,236171.0,13.8583
868,0,1,31.0,0,0,236171.0,50.4958
869,0,3,28.0,0,0,345777.0,9.5
871,0,3,26.0,0,0,349248.0,7.8958
873,0,1,33.0,0,0,695.0,5.0
874,0,3,47.0,0,0,345765.0,9.0
875,1,2,28.0,1,0,236171.0,24.0
876,1,3,15.0,0,0,2667.0,7.225
877,0,3,20.0,0,0,7534.0,9.8458
878,0,3,19.0,0,0,349212.0,7.8958
879,0,3,28.0,0,0,349217.0,7.8958
882,0,3,33.0,0,0,349257.0,7.8958
883,0,3,22.0,0,0,7552.0,10.5167
884,0,2,28.0,0,0,236171.0,10.5
885,0,3,25.0,0,0,236171.0,7.05
887,0,2,27.0,0,0,211536.0,13.0
888,1,1,19.0,0,0,112053.0,30.0
890,1,1,26.0,0,0,111369.0,30.0
891,0,3,32.0,0,0,370376.0,7.75
